"riding_id","party_name","slope","intercept"
"Kildonan-St. Paul","New Democratic",1,-5.44
"King-Vaughan","Green",1,-1.53
"King-Vaughan","Liberal",1,7.91
"King-Vaughan","Conservative",1,12.29
"King-Vaughan","New Democratic",1,-13.2
"Kings-Hants","Conservative",1,-13.32
"Kings-Hants","New Democratic",1,-13.31
"Kings-Hants","Liberal",1,31.27
"Kings-Hants","Green",1,-0.0699999999999998
"Kingston and the Islands","Conservative",1,-9.21
"Kingston and the Islands","New Democratic",1,-2.72
"Kingston and the Islands","Liberal",1,15.9
"Kingston and the Islands","Green",1,1.03
"Kitchener Centre","Green",1,-0.38
"Kitchener Centre","Liberal",1,9.31
"Kitchener Centre","Conservative",1,-1.55
"Kitchener Centre","New Democratic",1,-3.13
"Kitchener South-Hespeler","Green",1,0.26
"Kitchener South-Hespeler","New Democratic",1,-4.17
"Kitchener South-Hespeler","Conservative",1,4.77
"Kitchener South-Hespeler","Liberal",1,2.8
"Kitchener-Conestoga","Green",1,-0.68
"Kitchener-Conestoga","Conservative",1,11.38
"Kitchener-Conestoga","New Democratic",1,-9.98
"Kitchener-Conestoga","Liberal",1,3.29000000000001
"Kootenay-Columbia","Green",1,3.08
"Kootenay-Columbia","Conservative",1,4.87
"Kootenay-Columbia","Liberal",1,-19.99
"Kootenay-Columbia","New Democratic",1,17.5
"La Pointe-de-l'Île","Green",1,-1.38
"La Pointe-de-l'Île","Conservative",1,-23.93
"La Pointe-de-l'Île","Liberal",1,-10.9
"La Pointe-de-l'Île","Bloc Québécois",1,28.91
"La Pointe-de-l'Île","New Democratic",1,7.03
"La Prairie","Bloc Québécois",1,21.57
"La Prairie","Liberal",1,-3.01
"La Prairie","Green",1,-1.28
"La Prairie","New Democratic",1,3.15
"La Prairie","Conservative",1,-20
"LaSalle-Émard-Verdun","Liberal",1,4.43
"LaSalle-Émard-Verdun","Bloc Québécois",1,12.38
"LaSalle-Émard-Verdun","New Democratic",1,9.22
"LaSalle-Émard-Verdun","Green",1,-0.24
"LaSalle-Émard-Verdun","Conservative",1,-25
"Labrador","New Democratic",1,-5.35
"Labrador","Conservative",1,-18.04
"Labrador","Liberal",1,32.28
"Lac-Saint-Jean","Conservative",1,1.36
"Lac-Saint-Jean","New Democratic",1,8.73
"Lac-Saint-Jean","Green",1,-1.97
"Lac-Saint-Jean","Bloc Québécois",1,13.7
"Lac-Saint-Jean","Liberal",1,-21.03
"Lac-Saint-Louis","Green",1,-0.52
"Lac-Saint-Louis","Conservative",1,-14.49
"Lac-Saint-Louis","Liberal",1,24.67
"Lac-Saint-Louis","Bloc Québécois",1,-1.97
"Lac-Saint-Louis","New Democratic",1,-6.9
"Lakeland","Green",1,-1.09
"Lakeland","New Democratic",1,-9.67
"Lakeland","Liberal",1,-25.78
"Lakeland","Conservative",1,40.9
"Lambton-Kent-Middlesex","Conservative",1,18.3
"Lambton-Kent-Middlesex","Green",1,-0.11
"Lambton-Kent-Middlesex","Liberal",1,-10.03
"Lambton-Kent-Middlesex","New Democratic",1,-2.7
"Lanark-Frontenac-Kingston","Green",1,0.11
"Lanark-Frontenac-Kingston","New Democratic",1,-5.63
"Lanark-Frontenac-Kingston","Liberal",1,-5.70999999999999
"Lanark-Frontenac-Kingston","Conservative",1,15.96
"Langley-Aldergrove","Liberal",1,-2.92
"Langley-Aldergrove","New Democratic",1,-7.22
"Langley-Aldergrove","Conservative",1,13.72
"Langley-Aldergrove","Green",1,0.98
"Laurentides-Labelle","Liberal",1,-7.37
"Laurentides-Labelle","Bloc Québécois",1,25.08
"Laurentides-Labelle","Green",1,-1.45
"Laurentides-Labelle","New Democratic",1,6.62
"Laurentides-Labelle","Conservative",1,-22.08
"Laurier-Sainte-Marie","Liberal",1,-15.81
"Laurier-Sainte-Marie","Green",1,0.0500000000000003
"Laurier-Sainte-Marie","Conservative",1,-27.81
"Laurier-Sainte-Marie","Bloc Québécois",1,24.04
"Laurier-Sainte-Marie","New Democratic",1,18.54
"Laval-Les Îles","Green",1,-1.74
"Laval-Les Îles","Liberal",1,8.23
"Laval-Les Îles","New Democratic",1,0.0399999999999991
"Laval-Les Îles","Bloc Québécois",1,7.75
"Laval-Les Îles","Conservative",1,-13.81
"Leeds-Grenville-Thousand Islands and Rideau Lakes","Conservative",1,15.47
"Leeds-Grenville-Thousand Islands and Rideau Lakes","Green",1,0.27
"Leeds-Grenville-Thousand Islands and Rideau Lakes","New Democratic",1,-11.36
"Leeds-Grenville-Thousand Islands and Rideau Lakes","Liberal",1,1.09
"Lethbridge","New Democratic",1,0.77
"Lethbridge","Green",1,-0.86
"Lethbridge","Liberal",1,-20.97
"Lethbridge","Conservative",1,24.85
"London North Centre","Green",1,0.13
"London North Centre","New Democratic",1,-5.07
"London North Centre","Liberal",1,10.98
"London North Centre","Conservative",1,-0.809999999999999
"London West","Green",1,-0.61
"London West","Conservative",1,3.42
"London West","Liberal",1,6.35
"London West","New Democratic",1,-4.9
"London-Fanshawe","New Democratic",1,18.05
"London-Fanshawe","Liberal",1,-8.03
"London-Fanshawe","Green",1,-0.5
"London-Fanshawe","Conservative",1,-4.71
"Long Range Mountains","New Democratic",1,-8.4
"Long Range Mountains","Liberal",1,34.38
"Long Range Mountains","Green",1,-0.77
"Long Range Mountains","Conservative",1,-19.75
"Longueuil-Charles-LeMoyne","Green",1,-0.51
"Longueuil-Charles-LeMoyne","Bloc Québécois",1,22.36
"Longueuil-Charles-LeMoyne","New Democratic",1,4.38
"Longueuil-Charles-LeMoyne","Liberal",1,-4.08
"Longueuil-Charles-LeMoyne","Conservative",1,-22.32
"Longueuil-Saint-Hubert","Green",1,-0.94
"Longueuil-Saint-Hubert","Bloc Québécois",1,22.6
"Longueuil-Saint-Hubert","Conservative",1,-23.17
"Longueuil-Saint-Hubert","Liberal",1,-9.46
"Longueuil-Saint-Hubert","New Democratic",1,11.49
"Louis-Hébert","Green",1,-0.9
"Louis-Hébert","Bloc Québécois",1,9.74
"Louis-Hébert","New Democratic",1,1.08
"Louis-Hébert","Conservative",1,-4.72
"Louis-Hébert","Liberal",1,-4.62
"Louis-Saint-Laurent","New Democratic",1,-3.81
"Louis-Saint-Laurent","Conservative",1,18.55
"Louis-Saint-Laurent","Green",1,-1.56
"Louis-Saint-Laurent","Bloc Québécois",1,5.67
"Louis-Saint-Laurent","Liberal",1,-18.05
"Lévis-Lotbinière","Liberal",1,-17.8
"Lévis-Lotbinière","New Democratic",1,-4.96
"Lévis-Lotbinière","Conservative",1,18.19
"Lévis-Lotbinière","Bloc Québécois",1,6.77
"Lévis-Lotbinière","Green",1,-1.63
"Madawaska-Restigouche","Conservative",1,-15.42
"Madawaska-Restigouche","Green",1,-1.53
"Madawaska-Restigouche","Liberal",1,16.23
"Madawaska-Restigouche","New Democratic",1,6.19
"Malpeque","New Democratic",1,-8.56
"Malpeque","Green",1,5.76
"Malpeque","Conservative",1,-14.35
"Malpeque","Liberal",1,22.61
"Manicouagan","New Democratic",1,-2.22
"Manicouagan","Bloc Québécois",1,36.58
"Manicouagan","Liberal",1,-10.1
"Manicouagan","Green",1,-1.83
"Manicouagan","Conservative",1,-21.64
"Marc-Aurèle-Fortin","Green",1,-1.49
"Marc-Aurèle-Fortin","New Democratic",1,3.86
"Marc-Aurèle-Fortin","Conservative",1,-19.97
"Marc-Aurèle-Fortin","Bloc Québécois",1,17.05
"Marc-Aurèle-Fortin","Liberal",1,1.55
"Markham-Stouffville","New Democratic",1,-13.63
"Markham-Stouffville","Liberal",1,9.74
"Markham-Stouffville","Green",1,-1.51
"Markham-Stouffville","Conservative",1,10.86
"Markham-Thornhill","Conservative",1,0.399999999999995
"Markham-Thornhill","Liberal",1,16.25
"Markham-Thornhill","Green",1,-2.18
"Markham-Thornhill","New Democratic",1,-9.01
"Markham-Unionville","Liberal",1,3.86
"Markham-Unionville","Conservative",1,17.46
"Markham-Unionville","New Democratic",1,-14.66
"Markham-Unionville","Green",1,-1.2
"Medicine Hat-Cardston-Warner","Green",1,-0.83
"Medicine Hat-Cardston-Warner","New Democratic",1,-10.06
"Medicine Hat-Cardston-Warner","Liberal",1,-21.53
"Medicine Hat-Cardston-Warner","Conservative",1,36.89
"Milton","New Democratic",1,-8.85
"Milton","Liberal",1,0.969999999999999
"Milton","Conservative",1,13.47
"Milton","Green",1,-1.14
"Mirabel","Conservative",1,-21.78
"Mirabel","Green",1,-1.24
"Mirabel","Liberal",1,-13.36
"Mirabel","New Democratic",1,10.35
"Mirabel","Bloc Québécois",1,26.82
"Miramichi-Grand Lake","Green",1,-0.41
"Miramichi-Grand Lake","Liberal",1,7.84
"Miramichi-Grand Lake","New Democratic",1,-4.36
"Miramichi-Grand Lake","Conservative",1,2.4
"Mission-Matsqui-Fraser Canyon","Green",1,1.72
"Mission-Matsqui-Fraser Canyon","Conservative",1,3
"Mission-Matsqui-Fraser Canyon","New Democratic",1,0.82
"Mission-Matsqui-Fraser Canyon","Liberal",1,-2.23999999999999
"Mississauga Centre","New Democratic",1,-10.24
"Mississauga Centre","Conservative",1,1.71
"Mississauga Centre","Green",1,-1.25
"Mississauga Centre","Liberal",1,15.25
"Mississauga East-Cooksville","New Democratic",1,-11.1
"Mississauga East-Cooksville","Green",1,-1.95
"Mississauga East-Cooksville","Liberal",1,14.76
"Mississauga East-Cooksville","Conservative",1,3.43999999999999
"Mississauga-Erin Mills","Green",1,-1.79
"Mississauga-Erin Mills","Conservative",1,7.33
"Mississauga-Erin Mills","Liberal",1,10.25
"Mississauga-Erin Mills","New Democratic",1,-10.32
"Mississauga-Lakeshore","Green",1,-1.07
"Mississauga-Lakeshore","New Democratic",1,-11.74
"Mississauga-Lakeshore","Conservative",1,9.31000000000001
"Mississauga-Lakeshore","Liberal",1,8.24
"Mississauga-Malton","New Democratic",1,-7.42
"Mississauga-Malton","Green",1,-1.76
"Mississauga-Malton","Conservative",1,-5.47
"Mississauga-Malton","Liberal",1,19.65
"Mississauga-Streetsville","Conservative",1,8.49
"Mississauga-Streetsville","Green",1,-1.12
"Mississauga-Streetsville","New Democratic",1,-10.73
"Mississauga-Streetsville","Liberal",1,8.37
"Moncton-Riverview-Dieppe","Liberal",1,18.28
"Moncton-Riverview-Dieppe","New Democratic",1,-3.55
"Moncton-Riverview-Dieppe","Green",1,1.18
"Moncton-Riverview-Dieppe","Conservative",1,-10.45
"Montarville","Bloc Québécois",1,23.75
"Montarville","New Democratic",1,4.95
"Montarville","Liberal",1,-6.93
"Montarville","Green",1,-1.03
"Montarville","Conservative",1,-21.06
"Montcalm","Conservative",1,-22.3
"Montcalm","Liberal",1,-12.15
"Montcalm","Bloc Québécois",1,31.94
"Montcalm","New Democratic",1,3.72
"Montcalm","Green",1,-1.59
"Montmagny-L'Islet-Kamouraska-Rivière-du-Loup","Conservative",1,-2.92
"Montmagny-L'Islet-Kamouraska-Rivière-du-Loup","Green",1,-1.76
"Montmagny-L'Islet-Kamouraska-Rivière-du-Loup","New Democratic",1,4.47
"Montmagny-L'Islet-Kamouraska-Rivière-du-Loup","Bloc Québécois",1,11.45
"Montmagny-L'Islet-Kamouraska-Rivière-du-Loup","Liberal",1,-11.04
"Moose Jaw-Lake Centre-Lanigan","New Democratic",1,4.05
"Moose Jaw-Lake Centre-Lanigan","Liberal",1,-21.49
"Moose Jaw-Lake Centre-Lanigan","Green",1,-1.14
"Moose Jaw-Lake Centre-Lanigan","Conservative",1,23.55
"Mount Royal","Liberal",1,10.87
"Mount Royal","Bloc Québécois",1,-2.77
"Mount Royal","New Democratic",1,-11.65
"Mount Royal","Conservative",1,5.97
"Mount Royal","Green",1,-1.88
"Mégantic-L'Érable","Liberal",1,-11.33
"Mégantic-L'Érable","New Democratic",1,2.23
"Mégantic-L'Érable","Green",1,-1.3
"Mégantic-L'Érable","Conservative",1,3.51
"Mégantic-L'Érable","Bloc Québécois",1,7.68
"Nanaimo-Ladysmith","Conservative",1,-8.51
"Nanaimo-Ladysmith","Green",1,16.37
"Nanaimo-Ladysmith","New Democratic",1,13.47
"Nanaimo-Ladysmith","Liberal",1,-15.97
"Nepean","Conservative",1,4.22
"Nepean","Liberal",1,12.95
"Nepean","Green",1,-1.1
"Nepean","New Democratic",1,-11.53
"New Brunswick Southwest","New Democratic",1,-7.16
"New Brunswick Southwest","Green",1,1.52
"New Brunswick Southwest","Conservative",1,6.65
"New Brunswick Southwest","Liberal",1,4.45
"New Westminster-Burnaby","Conservative",1,-11.94
"New Westminster-Burnaby","Green",1,1.29
"New Westminster-Burnaby","New Democratic",1,23.73
"New Westminster-Burnaby","Liberal",1,-10.5
"Newmarket-Aurora","Liberal",1,5.71
"Newmarket-Aurora","Conservative",1,10.7
"Newmarket-Aurora","Green",1,-1.07
"Newmarket-Aurora","New Democratic",1,-11.22
"Niagara Centre","Green",1,-1.02
"Niagara Centre","Conservative",1,-2.2
"Niagara Centre","New Democratic",1,11.76
"Niagara Centre","Liberal",1,-3.79
"Niagara Falls","New Democratic",1,1.17
"Niagara Falls","Conservative",1,10.18
"Niagara Falls","Liberal",1,-4.98
"Niagara Falls","Green",1,-0.91
"Niagara West","Conservative",1,16.91
"Niagara West","New Democratic",1,-8.28
"Niagara West","Liberal",1,-6.73999999999999
"Niagara West","Green",1,-0.45
"Nickel Belt","Conservative",1,-15.17
"Nickel Belt","New Democratic",1,18.05
"Nickel Belt","Liberal",1,3.33
"Nickel Belt","Green",1,-0.95
"Nipissing-Timiskaming","Liberal",1,12.41
"Nipissing-Timiskaming","Conservative",1,-2.6
"Nipissing-Timiskaming","New Democratic",1,-3.49
"Nipissing-Timiskaming","Green",1,-0.86
"North Island-Powell River","Green",1,4.73
"North Island-Powell River","Conservative",1,-5.74
"North Island-Powell River","Liberal",1,-14
"North Island-Powell River","New Democratic",1,20.48
"North Okanagan-Shuswap","Green",1,1.73
"North Okanagan-Shuswap","Liberal",1,-9.52
"North Okanagan-Shuswap","New Democratic",1,5.87
"North Okanagan-Shuswap","Conservative",1,7.39
"North Vancouver","Conservative",1,-5.03
"North Vancouver","New Democratic",1,-11.94
"North Vancouver","Green",1,4.88
"North Vancouver","Liberal",1,17.18
"Northumberland-Peterborough South","Conservative",1,7.65
"Northumberland-Peterborough South","Liberal",1,3.04
"Northumberland-Peterborough South","Green",1,-0.3
"Northumberland-Peterborough South","New Democratic",1,-4.93
"Northwest Territories","New Democratic",1,10.75
"Northwest Territories","Conservative",1,-13.56
"Northwest Territories","Green",1,-0.6
"Northwest Territories","Liberal",1,8.87
"Notre-Dame-de-Grâce-Westmount","New Democratic",1,2.03
"Notre-Dame-de-Grâce-Westmount","Liberal",1,18.2
"Notre-Dame-de-Grâce-Westmount","Green",1,-0.37
"Notre-Dame-de-Grâce-Westmount","Conservative",1,-17.54
"Notre-Dame-de-Grâce-Westmount","Bloc Québécois",1,-2.19
"Nunavut","Liberal",1,7.64
"Nunavut","New Democratic",1,6.85
"Nunavut","Conservative",1,-7.13
"Nunavut","Green",1,-1.9
"Oakville","New Democratic",1,-13.81
"Oakville","Green",1,-1.24
"Oakville","Liberal",1,9.93
"Oakville","Conservative",1,10.57
"Oakville North-Burlington","Green",1,-1.83
"Oakville North-Burlington","Conservative",1,11.42
"Oakville North-Burlington","New Democratic",1,-12.48
"Oakville North-Burlington","Liberal",1,7.27
"Orléans","Liberal",1,20.2
"Orléans","New Democratic",1,-11.76
"Orléans","Green",1,-1.62
"Orléans","Conservative",1,-1.37
"Oshawa","Conservative",1,6.26
"Oshawa","New Democratic",1,12.14
"Oshawa","Green",1,-0.92
"Oshawa","Liberal",1,-12.14
"Ottawa Centre","Liberal",1,3.19
"Ottawa Centre","Conservative",1,-17.42
"Ottawa Centre","New Democratic",1,18.81
"Ottawa Centre","Green",1,-0.46
"Ottawa South","Liberal",1,20.59
"Ottawa South","Conservative",1,-7.61
"Ottawa South","New Democratic",1,-8.16
"Ottawa South","Green",1,-0.51
"Ottawa West-Nepean","Conservative",1,-2.03
"Ottawa West-Nepean","Liberal",1,16.21
"Ottawa West-Nepean","Green",1,-0.63
"Ottawa West-Nepean","New Democratic",1,-9.93
"Ottawa-Vanier","Conservative",1,-12.8
"Ottawa-Vanier","New Democratic",1,-0.48
"Ottawa-Vanier","Liberal",1,18.1
"Ottawa-Vanier","Green",1,-0.36
"Outremont","Green",1,0.18
"Outremont","Liberal",1,-6.01
"Outremont","Conservative",1,-22.38
"Outremont","Bloc Québécois",1,3.74
"Outremont","New Democratic",1,24.38
"Oxford","Conservative",1,13.79
"Oxford","Liberal",1,-7.27
"Oxford","Green",1,0.0700000000000003
"Oxford","New Democratic",1,-3.23
"Papineau","New Democratic",1,6.14
"Papineau","Green",1,-0.59
"Papineau","Liberal",1,12.51
"Papineau","Bloc Québécois",1,7.51
"Papineau","Conservative",1,-27.2
"Parkdale-High Park","Green",1,-0.45
"Parkdale-High Park","Liberal",1,2.57
"Parkdale-High Park","Conservative",1,-18.86
"Parkdale-High Park","New Democratic",1,20.51
"Parry Sound-Muskoka","Green",1,3.79
"Parry Sound-Muskoka","New Democratic",1,-9.62
"Parry Sound-Muskoka","Conservative",1,11.39
"Parry Sound-Muskoka","Liberal",1,-0.590000000000003
"Peace River-Westlock","Conservative",1,37.44
"Peace River-Westlock","New Democratic",1,-5.34
"Peace River-Westlock","Liberal",1,-26.63
"Peace River-Westlock","Green",1,-0.91
"Perth-Wellington","New Democratic",1,-4.73
"Perth-Wellington","Conservative",1,11.09
"Perth-Wellington","Green",1,-0.83
"Perth-Wellington","Liberal",1,-1.97
"Peterborough-Kawartha","New Democratic",1,-1.04
"Peterborough-Kawartha","Green",1,-1.21
"Peterborough-Kawartha","Liberal",1,4.35
"Peterborough-Kawartha","Conservative",1,3.16
"Pickering-Uxbridge","Green",1,-1.12
"Pickering-Uxbridge","Conservative",1,6.28
"Pickering-Uxbridge","Liberal",1,10.83
"Pickering-Uxbridge","New Democratic",1,-10.52
"Pierre-Boucher-Les Patriotes-Verchères","Conservative",1,-21.67
"Pierre-Boucher-Les Patriotes-Verchères","Green",1,5.08
"Pierre-Boucher-Les Patriotes-Verchères","Liberal",1,-11.19
"Pierre-Boucher-Les Patriotes-Verchères","New Democratic",1,4.61
"Pierre-Boucher-Les Patriotes-Verchères","Bloc Québécois",1,23.97
"Pierrefonds-Dollard","Green",1,-1.95
"Pierrefonds-Dollard","Liberal",1,19.19
"Pierrefonds-Dollard","New Democratic",1,-3.35
"Pierrefonds-Dollard","Bloc Québécois",1,-1.18
"Pierrefonds-Dollard","Conservative",1,-11.92
"Pitt Meadows-Maple Ridge","New Democratic",1,9.9
"Pitt Meadows-Maple Ridge","Liberal",1,-5.58
"Pitt Meadows-Maple Ridge","Conservative",1,-0.510000000000002
"Pitt Meadows-Maple Ridge","Green",1,0.79
"Pontiac","Conservative",1,-17.98
"Pontiac","Green",1,-1.69
"Pontiac","New Democratic",1,2.78
"Pontiac","Bloc Québécois",1,2.24
"Pontiac","Liberal",1,15.07
"Port Moody-Coquitlam","New Democratic",1,16.32
"Port Moody-Coquitlam","Liberal",1,-8.58
"Port Moody-Coquitlam","Green",1,0.0100000000000002
"Port Moody-Coquitlam","Conservative",1,-2.44
"Portage-Lisgar","Green",1,0.54
"Portage-Lisgar","Conservative",1,28.93
"Portage-Lisgar","New Democratic",1,-13.53
"Portage-Lisgar","Liberal",1,-13.68
"Portneuf-Jacques-Cartier","Liberal",1,-17.97
"Portneuf-Jacques-Cartier","Green",1,-1.63
"Portneuf-Jacques-Cartier","Conservative",1,12.09
"Portneuf-Jacques-Cartier","Bloc Québécois",1,6.03
"Portneuf-Jacques-Cartier","New Democratic",1,2.37
"Prince Albert","Green",1,-1.5
"Prince Albert","Liberal",1,-19.65
"Prince Albert","New Democratic",1,8.73
"Prince Albert","Conservative",1,17.88
"Prince George-Peace River-Northern Rockies","Conservative",1,20.61
"Prince George-Peace River-Northern Rockies","Green",1,1.72
"Prince George-Peace River-Northern Rockies","New Democratic",1,-4.28
"Prince George-Peace River-Northern Rockies","Liberal",1,-14.57
"Provencher","Green",1,0.55
"Provencher","New Democratic",1,-14.43
"Provencher","Conservative",1,24.15
"Provencher","Liberal",1,-4.81
"Québec","New Democratic",1,7.31
"Québec","Bloc Québécois",1,14.18
"Québec","Liberal",1,-10.57
"Québec","Green",1,-0.52
"Québec","Conservative",1,-10.12
"Red Deer-Lacombe","Conservative",1,38.8
"Red Deer-Lacombe","New Democratic",1,-8.29
"Red Deer-Lacombe","Liberal",1,-24.49
"Red Deer-Lacombe","Green",1,-0.55
"Red Deer-Mountain View","Liberal",1,-26.04
"Red Deer-Mountain View","Conservative",1,42.42
"Red Deer-Mountain View","New Democratic",1,-11.32
"Red Deer-Mountain View","Green",1,-0.82
"Regina-Lewvan","New Democratic",1,15.48
"Regina-Lewvan","Liberal",1,-12
"Regina-Lewvan","Green",1,-1.68
"Regina-Lewvan","Conservative",1,3.02
"Regina-Qu'Appelle","Conservative",1,12.79
"Regina-Qu'Appelle","Liberal",1,-16.69
"Regina-Qu'Appelle","Green",1,-1.12
"Regina-Qu'Appelle","New Democratic",1,10.48
"Regina-Wascana","New Democratic",1,-7.18
"Regina-Wascana","Green",1,-1.37
"Regina-Wascana","Conservative",1,-1.64
"Regina-Wascana","Liberal",1,15.66
"Renfrew-Nipissing-Pembroke","Conservative",1,13.92
"Renfrew-Nipissing-Pembroke","New Democratic",1,-11.17
"Renfrew-Nipissing-Pembroke","Liberal",1,-6.81
"Renfrew-Nipissing-Pembroke","Green",1,-1.5
"Repentigny","Liberal",1,-12.18
"Repentigny","Conservative",1,-21.09
"Repentigny","Bloc Québécois",1,30.01
"Repentigny","New Democratic",1,3.53
"Repentigny","Green",1,-1.53
"Richmond Centre","Conservative",1,12.3
"Richmond Centre","New Democratic",1,-8.19
"Richmond Centre","Liberal",1,1.89
"Richmond Centre","Green",1,-0.54
"Richmond Hill","New Democratic",1,-11.69
"Richmond Hill","Green",1,-1.69
"Richmond Hill","Liberal",1,7.43
"Richmond Hill","Conservative",1,11.41
"Richmond-Arthabaska","Conservative",1,-0.34
"Richmond-Arthabaska","Green",1,-1.75
"Richmond-Arthabaska","Liberal",1,-14.8
"Richmond-Arthabaska","New Democratic",1,4.52
"Richmond-Arthabaska","Bloc Québécois",1,12.51
"Rimouski-Neigette-Témiscouata-Les Basques","Conservative",1,-24.43
"Rimouski-Neigette-Témiscouata-Les Basques","New Democratic",1,23.38
"Rimouski-Neigette-Témiscouata-Les Basques","Bloc Québécois",1,14.63
"Rimouski-Neigette-Témiscouata-Les Basques","Green",1,-1.94
"Rimouski-Neigette-Témiscouata-Les Basques","Liberal",1,-11.45
"Rivière-des-Mille-Îles","Green",1,-1.47
"Rivière-des-Mille-Îles","Bloc Québécois",1,20.75
"Rivière-des-Mille-Îles","New Democratic",1,9.75
"Rivière-des-Mille-Îles","Liberal",1,-7.1
"Rivière-des-Mille-Îles","Conservative",1,-21.4
"Rivière-du-Nord","Liberal",1,-13.11
"Rivière-du-Nord","Green",1,-0.9
"Rivière-du-Nord","New Democratic",1,10.41
"Rivière-du-Nord","Bloc Québécois",1,27.38
"Rivière-du-Nord","Conservative",1,-23.45
"Rosemont-La Petite-Patrie","New Democratic",1,29.44
"Rosemont-La Petite-Patrie","Bloc Québécois",1,16.36
"Rosemont-La Petite-Patrie","Conservative",1,-27.62
"Rosemont-La Petite-Patrie","Liberal",1,-18.79
"Rosemont-La Petite-Patrie","Green",1,-0.37
"Saanich-Gulf Islands","New Democratic",1,-10.66
"Saanich-Gulf Islands","Green",1,50.97
"Saanich-Gulf Islands","Conservative",1,-12.45
"Saanich-Gulf Islands","Liberal",1,-22.77
"Sackville-Preston-Chezzetcook","Liberal",1,8.48
"Sackville-Preston-Chezzetcook","Green",1,-0.649999999999999
"Sackville-Preston-Chezzetcook","New Democratic",1,14.66
"Sackville-Preston-Chezzetcook","Conservative",1,-17.03
"Saint Boniface-Saint Vital","Liberal",1,18.97
"Saint Boniface-Saint Vital","New Democratic",1,-9.14
"Saint Boniface-Saint Vital","Conservative",1,-3.22
"Saint Boniface-Saint Vital","Green",1,-1.14
"Saint John-Rothesay","New Democratic",1,-2.2
"Saint John-Rothesay","Conservative",1,-1.36
"Saint John-Rothesay","Green",1,-0.31
"Saint John-Rothesay","Liberal",1,9.33
"Saint-Hyacinthe-Bagot","New Democratic",1,8.97
"Saint-Hyacinthe-Bagot","Green",1,-1.13
"Saint-Hyacinthe-Bagot","Bloc Québécois",1,19.63
"Saint-Hyacinthe-Bagot","Liberal",1,-11.87
"Saint-Hyacinthe-Bagot","Conservative",1,-15.21
"Saint-Jean","Bloc Québécois",1,20.14
"Saint-Jean","New Democratic",1,9.34
"Saint-Jean","Liberal",1,-6.31
"Saint-Jean","Green",1,-1.31
"Saint-Jean","Conservative",1,-21.06
"Saint-Laurent","New Democratic",1,-8.21
"Saint-Laurent","Conservative",1,-12.4
"Saint-Laurent","Green",1,-1.01
"Saint-Laurent","Bloc Québécois",1,-0.0100000000000007
"Saint-Laurent","Liberal",1,22.1
"Saint-Léonard-Saint-Michel","Conservative",1,-20.78
"Saint-Léonard-Saint-Michel","Green",1,-1.62
"Saint-Léonard-Saint-Michel","Liberal",1,25.26
"Saint-Léonard-Saint-Michel","New Democratic",1,-4.88
"Saint-Léonard-Saint-Michel","Bloc Québécois",1,2.52
"Saint-Maurice-Champlain","Liberal",1,2.05
"Saint-Maurice-Champlain","Conservative",1,-15.64
"Saint-Maurice-Champlain","New Democratic",1,1.04
"Saint-Maurice-Champlain","Green",1,-1.49
"Saint-Maurice-Champlain","Bloc Québécois",1,14.49
"Salaberry-Suroît","Conservative",1,-21.94
"Salaberry-Suroît","New Democratic",1,10.7
"Salaberry-Suroît","Bloc Québécois",1,23.69
"Salaberry-Suroît","Green",1,-2.02
"Salaberry-Suroît","Liberal",1,-10.29
"Sarnia-Lambton","Liberal",1,-12.17
"Sarnia-Lambton","New Democratic",1,11.37
"Sarnia-Lambton","Conservative",1,6.89
"Sarnia-Lambton","Green",1,-0.63
"Saskatoon West","Liberal",1,-14.99
"Saskatoon West","Green",1,-1.69
"Saskatoon West","Conservative",1,0.969999999999995
"Saskatoon West","New Democratic",1,19.83
"Saskatoon-Grasswood","Conservative",1,9.67
"Saskatoon-Grasswood","Green",1,-1.59
"Saskatoon-Grasswood","New Democratic",1,10.45
"Saskatoon-Grasswood","Liberal",1,-13.07
"Saskatoon-University","Conservative",1,9.62
"Saskatoon-University","New Democratic",1,11.8
"Saskatoon-University","Liberal",1,-14.26
"Saskatoon-University","Green",1,-1.9
"Sault Ste. Marie","Conservative",1,-0.789999999999999
"Sault Ste. Marie","Green",1,-1.3
"Sault Ste. Marie","New Democratic",1,2.08
"Sault Ste. Marie","Liberal",1,5.28
"Scarborough Centre","New Democratic",1,-8.13
"Scarborough Centre","Green",1,-1.33
"Scarborough Centre","Conservative",1,0.790000000000003
"Scarborough Centre","Liberal",1,11.03
"Scarborough North","Green",1,-1.95
"Scarborough North","New Democratic",1,2.34
"Scarborough North","Conservative",1,-4.51
"Scarborough North","Liberal",1,8.77
"Scarborough Southwest","Liberal",1,13
"Scarborough Southwest","New Democratic",1,4
"Scarborough Southwest","Conservative",1,-10.69
"Scarborough Southwest","Green",1,-0.85
"Scarborough-Agincourt","Liberal",1,12.43
"Scarborough-Agincourt","Conservative",1,6.09
"Scarborough-Agincourt","Green",1,-2.03
"Scarborough-Agincourt","New Democratic",1,-11.83
"Scarborough-Guildwood","Conservative",1,-5.41
"Scarborough-Guildwood","Liberal",1,20.53
"Scarborough-Guildwood","Green",1,-2.03
"Scarborough-Guildwood","New Democratic",1,-8.43
"Scarborough-Rouge Park","Green",1,-1.4
"Scarborough-Rouge Park","Liberal",1,20.77
"Scarborough-Rouge Park","New Democratic",1,-9.37
